qc_id,fid,dirección,latitude,longitude,fecha,icon_url
"308","343","DOLORES IBARRURI (Paseo), Barakaldo",43.300056,-2.9896847,03-2022,
"309","344","LA PAZ (Calle) , Barakaldo",43.2810853,-2.9880258,03-2022,
"310","345","DOLORES IBARRURI (Paseo) , Barakaldo",43.300056,-2.9896847,03-2022,
"311","346","TEXIDOR (Calle) , Barakaldo",43.2876189,-2.9795876,03-2022,
"312","347","TEXIDOR (Calle), 17, Barakaldo",43.2876189,-2.9795876,03-2022,
"313","348","IBAIBE (Calle) , Barakaldo",43.3025561,-2.9966717,03-2022,
"314","349","ERRIOXA (Calle), 1 , Barakaldo",43.2956989,-2.9839822,03-2022,
"315","350","CASERIO IBARRE (Calle), 1, Barakaldo",43.2920591,-2.9820334,03-2022,
"316","351","LA LIBERTAD (Avenida), 37, Barakaldo",43.2969875,-2.9862029,03-2022,
"317","352","LA LIBERTAD {Avenida), 48, Barakaldo",43.2969875,-2.9862029,03-2022,
"318","353","A BIZKAIA (Calle), 26 , Barakaldo",43.2944898,-2.98699,03-2022,
"319","354","CASTILLA-LEON (Calle), 7 , Barakaldo",43.2948234,-2.9857605,03-2022,
"320","355","ARRANDI (Calle), 38 , Barakaldo",43.2956962,-2.9861551,03-2022,
"321","356","OBISPO PADRE OLAETXE (Calle), 43 , Barakaldo",43.2912566,-2.9748226,03-2022,
"322","357","GERNIKAKO ARBOLA (Avenida), 79 , Barakaldo",43.284064,-2.994757,03-2022,
"323","358","ERRIOXA {Calle) , Barakaldo",43.2956989,-2.9839822,03-2022,
"324","359","MURRIETA (Calle), 6 , Barakaldo",43.2969875,-2.9862029,03-2022,
"325","360","LURKIZAGA (Calle), 1 , Barakaldo",43.2929334,-2.9849039,03-2022,
"326","361","MURRIETA (Calle), 7 , Barakaldo",43.2969875,-2.9862029,03-2022,
"327","362","LA BONDAD (Calle), 10 , Barakaldo",43.2984175,-2.9953181,03-2022,
"328","364","BIZKAIA (Calle), 50 , Barakaldo",43.2939473,-2.9839232,03-2022,
"329","365","OCHO DE SEPTIEMBRE (Calle), Barakaldo",43.2790762,-2.9775069,03-2022,
"330","366","LA PAZ (Calle), 1, Barakaldo",43.2969875,-2.9862029,03-2022,
"331","367","LA PAZ (Calle), 1, Barakaldo",43.2969875,-2.9862029,03-2022,
"332","368","UGARTEBEITIA (Calle), 1 , Barakaldo",43.2883904,-3.0125326,03-2022,
"333","369","BEURKO VIEJO (Calle), 9 , Barakaldo",43.3016854,-2.9974385,03-2022,
"334","370","FRANCISCO GOMEZ (Calle), 1, Barakaldo",43.2969875,-2.9862029,03-2022,
"335","371","FRANCISCO GOMEZ (Calle), 3, Barakaldo",43.2969875,-2.9862029,03-2022,
"336","372","ELECTRICA NERVION (Calle), 1 , Barakaldo",43.300286,-2.9827955,03-2022,
"337","373","BALEJO (Calle), 5, Barakaldo",43.2837761,-2.9833673,03-2022,
"338","374","LA PAZ (Calle), 38 , Barakaldo",43.2969875,-2.9862029,03-2022,
"339","375","MURRIETA (Calle) , Barakaldo",43.3009137,-2.9884207,03-2022,
"340","376","MURRIETA (Calle) , Barakaldo",43.3009137,-2.9884207,03-2022,
"341","377","MURRIETA (Calle) , Barakaldo",43.3009137,-2.9884207,03-2022,
"342","378","HOGAR PROPIO (Calle), 7 , Barakaldo",43.2985397,-2.98743,03-2022,
"343","379","HOGAR PROPIO (Calle), 7 , Barakaldo",43.2985397,-2.98743,03-2022,
"344","382","ARABA (Calle), 6 , Barakaldo",43.2969875,-2.9862029,03-2022,
"345","384","FRANCISCO TIERRA (Calle), 1, Barakaldo",43.2786141,-2.9790658,03-2022,
"346","385","ALTOS HORNOS DE VIZCAYA (Avenida), 10, Barakaldo",43.2969875,-2.9862029,03-2022,
"347","386","LA INMACULADA (Calle), 28 , Barakaldo",43.2847548,-2.984584,03-2022,
"348","387","LA INMACULADA (Calle), 28 , Barakaldo",43.2847548,-2.984584,03-2022,
"349","388","ALTOS HORNOS DE VIZCAYA [Avenida) , Barakaldo",43.2969875,-2.9862029,03-2022,
"350","389","MURRIETA (Calle) , Barakaldo",43.3009137,-2.9884207,03-2022,
"351","392","GERNIKAKO ARBOLA (Avenida), 79 , Barakaldo",43.284064,-2.994757,03-2022,
"352","393","SAN VICENTE (Calle), 36 , Barakaldo",43.2969875,-2.9862029,03-2022,
"353","395","BUEN PASTOR (Calle) , Barakaldo",43.1881174,-2.4613737,03-2022,
"354","396","BAGATZA (Calle), 4 , Barakaldo",43.298337,-2.9934767,03-2022,
"355","399","ARRANDI (Calle), 32 , Barakaldo",43.2956962,-2.9861551,03-2022,
"356","400","CASTILLA-LA MANCHA (Calle), 5, Barakaldo",43.2955764,-2.9850411,03-2022,
"357","401","DOLORES IBARRURI (Paseo), 82 , Barakaldo",43.300056,-2.9896847,03-2022,
"358","402","ERREKATXU (Calle) , Barakaldo",43.2941343,-3.0004199,03-2022,
"359","403","FRANCISCO GOMEZ (Calle), 22 , Barakaldo",43.2969875,-2.9862029,03-2022,
"360","404","CASERIO IBARRE (calle) , Barakaldo",43.2920591,-2.9820334,03-2022,
"361","405","BITURITXA (Calle) , Barakaldo",43.2905414,-2.981039,03-2022,
"362","406","LETXEZAR (Calle), 29, Barakaldo",43.3007146,-2.9901334,03-2022,
"363","407","EL BOTXO (Plaza), 5, Barakaldo",43.2986033,-2.9837055,03-2022,
"364","408","JACINTO BENAVENTE (Calle) , Barakaldo",,,03-2022,
"365","409","KAREAGA (Calle), 1, Barakaldo",43.2869809,-3.0077703,03-2022,
"366","411","LA INMACULADA (Calle), 25 , Barakaldo",43.2847548,-2.984584,03-2022,
"367","412","EXTREMADURA (Calle), Barakaldo",43.2903191,-2.9953849,03-2022,
"368","413","ARABA (Calle), 6 , Barakaldo",43.2969875,-2.9862029,03-2022,
"369","415","FERRERIAS (Calle), 50, Barakaldo",43.3015862,-2.9923806,03-2022,
"370","416","JOSE VARA (Calle), Barakaldo",43.2867342,-3.0014249,03-2022,
"371","418","BUEN PASTOR (Calle), Barakaldo",43.1881174,-2.4613737,03-2022,
"372","419","AZKUE (Ronda), Barakaldo",43.2906828,-2.99128,03-2022,
"373","420","ARAUTI (Calle), 16 , Barakaldo",43.2997055,-2.9956896,03-2022,
"374","421","FRANCISCO GOMEZ (Calle), 6, Barakaldo",43.2969875,-2.9862029,03-2022,
"375","422","CASTILLA-LA MANCHA (Calle), 3, Barakaldo",43.2955764,-2.9850411,03-2022,
"376","424","LA BONDAD (Calle) , Barakaldo",43.2984175,-2.9953181,04-2022,
"377","425","AXULAR (Calle), Barakaldo",43.2913006,-2.9935046,04-2022,
"378","427","PIO BAROJA (Calle), Barakaldo",43.2858558,-2.981046,04-2022,
"379","428","PIO BAROJA (Calle), Barakaldo",43.2858558,-2.981046,04-2022,
"380","429","CASTILLA-LEON (Calle), 7, Barakaldo",43.2948234,-2.9857605,04-2022,
"381","430","SAN BARTOLOME (Avenida), 1, Barakaldo",43.292046,-3.0043672,04-2022,
"382","432","EL BARRACON (Calle), 1 , Barakaldo",43.3035154,-2.9887415,04-2022,
"383","433","EL BARRACON (Calle), 1 , Barakaldo",43.3035154,-2.9887415,04-2022,
"384","434","BEURKO VIEJO (Calle), 19 , Barakaldo",43.3016854,-2.9974385,04-2022,
"385","435","CASTILLA-LA MANCHA (Calle), 3 , Barakaldo",43.2955764,-2.9850411,04-2022,
"386","436","DOLORES IBARRURI (Paseo), Barakaldo",43.300056,-2.9896847,04-2022,
"387","437","TXAHO (Calle), 3 , Barakaldo",43.2901828,-2.9804528,04-2022,
"388","438","PIO BAROJA (Calle) , Barakaldo",43.2858558,-2.981046,04-2022,
"389","439","SAN VICENTE (Calle), 38, Barakaldo",43.2969875,-2.9862029,04-2022,
"390","440","BEURKO (Avenida), 17, Barakaldo",43.2924043,-2.9910338,04-2022,
"391","441","LA LIBERTAD (Avenida), 45 , Barakaldo",43.2969875,-2.9862029,04-2022,
"392","442","CRUCES (Plaza) , Barakaldo",43.2814268,-2.9836077,04-2022,
"393","443","CASTILLA-LA MANCHA (Calle), 3, Barakaldo",43.2955764,-2.9850411,04-2022,
"394","444","MURRIETA (Calle), 1 , Barakaldo",43.2969875,-2.9862029,04-2022,
"395","445","OCHO DE SEPTIEMBRE (Calle), 1 , Barakaldo",43.2790762,-2.9775069,04-2022,
"396","446","BALEJO (Calle) , Barakaldo",43.2837761,-2.9833673,04-2022,
"397","447","DOLORES IBARRURI (Paseo) , Barakaldo",43.300056,-2.9896847,04-2022,
"398","448","DOLORES IBARRURI (Paseo) , Barakaldo",43.300056,-2.9896847,04-2022,
"399","449","ALBENIZ (Calle) , Barakaldo",43.2801236,-2.9825669,04-2022,
"400","450","AZKUE (Ronda) , Barakaldo",43.2906828,-2.99128,04-2022,
"401","451","ANDICOLLANO (Calle), 58, Barakaldo",43.288183,-2.9810264,04-2022,
"402","452","MURRIETA (Calle), 33 , Barakaldo",43.2969875,-2.9862029,04-2022,
"403","453","MURRIETA (Calle), 33 , Barakaldo",43.2969875,-2.9862029,04-2022,
"404","454","KARRANZAIRU (Calle), 3 , Barakaldo",43.2969504,-2.9875791,04-2022,
"405","455","JUAN DE GARAI (Calle), 5, Barakaldo",43.2565441,-2.9331639,04-2022,
"406","456","JUAN DE GARAI (Calle), 5, Barakaldo",43.2565441,-2.9331639,04-2022,
"407","457","NAFARROA (Calle), 11 , Barakaldo",43.2969875,-2.9862029,04-2022,
"408","458","GERNIKAKO ARBOLA (Avenida), 52 , Barakaldo",43.2873591,-2.9937627,04-2022,
"409","461","BIZKAIA (Calle), 28 , Barakaldo",43.2943471,-2.9866775,04-2022,
"410","462","NAFARROA (Calle), 2 , Barakaldo",43.2969875,-2.9862029,04-2022,
"411","463","SAN VICENTE (Prolongación), 4, Barakaldo",43.2955328,-2.9914272,04-2022,
"412","464","ZUMALAKARREGI (Calle) , Barakaldo",43.2833682,-2.9769955,04-2022,
"413","465","ANSIO (Plaza), 8 , Barakaldo",43.2831113,-2.9943762,04-2022,
"414","466","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"415","467","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"416","468","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"417","469","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"418","470","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"419","471","LA RIBERA (Camino), Barakaldo",43.2969875,-2.9862029,04-2022,
"420","472","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"421","473","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"422","474","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"423","475","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"424","476","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"425","477","LA RIBERA (Camino), Barakaldo",43.2969875,-2.9862029,04-2022,
"426","478","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"427","479","LA RIBERA (Camino), Barakaldo",43.2969875,-2.9862029,04-2022,
"428","480","LA RIBERA (Camino), 1, Barakaldo",43.2969875,-2.9862029,04-2022,
"429","481","LA RIBERA (Camino), 1, Barakaldo",43.2969875,-2.9862029,04-2022,
"430","482","LA RIBERA (Camino), 1, Barakaldo",43.2969875,-2.9862029,04-2022,
"431","483","AFORADOS (Calle), 6, Barakaldo",43.2919441,-2.9959716,04-2022,
"432","484","ERREKATXU (Calle), 5 , Barakaldo",43.2941343,-3.0004199,04-2022,
"433","485","ERREKATXU_ (Calle), 5 , Barakaldo",43.2941343,-3.0004199,04-2022,
"434","486","ARTEAGABEITIA (Calle), Barakaldo",43.2919248,-2.9936234,04-2022,
"435","487","ARABA (Calle) , Barakaldo",43.2949849,-2.9843215,04-2022,
"436","488","LA RIBERA (Camino) , Barakaldo",43.2969875,-2.9862029,04-2022,
"437","489","HORACIO ETXEBARRIETA (Calle), Barakaldo",43.2822,-2.9815771,04-2022,
"438","491","MIRANDA (Avenida), 12 , Barakaldo",43.2964707,-2.994534,04-2022,
"439","492","MIRANDA (Avenida), 10, Barakaldo",43.2964707,-2.994534,04-2022,
"440","493","FLEMING (Calle), 4 , Barakaldo",43.2969875,-2.9862029,04-2022,
"441","494","ARTEAGABEITIA (Calle), 4 , Barakaldo",43.2919248,-2.9936234,04-2022,
"442","495","ARTEAGABEITIA (Calle), 4, Barakaldo",43.2919248,-2.9936234,04-2022,
"443","496","KARRANZAIRU (Calle) , Barakaldo",43.2969504,-2.9875791,04-2022,
"444","498","ERREKATXU (Calle) , Barakaldo",43.2941343,-3.0004199,04-2022,
"445","499","ARTEAGABEITIA (Calle), 5 , Barakaldo",43.2919248,-2.9936234,04-2022,
"446","500","BUEN PASTOR (Calle) , Barakaldo",43.1881174,-2.4613737,04-2022,
"447","501","PIO BAROJA (Calle) , Barakaldo",43.2858558,-2.981046,04-2022,
"448","502","MURRIETA (Calle) , Barakaldo",43.3009137,-2.9884207,04-2022,
"449","503","DON TELLO (Calle) , Barakaldo",43.2961075,-2.9999893,04-2022,
"450","505","RETUERTO (Calle), 46, Barakaldo",43.2853107,-2.99448,04-2022,
"451","506","SAN VICENTE (Prolongación), 4, Barakaldo",43.2955328,-2.9914272,04-2022,
"452","507","RIO CASTAÑOS (Calle), 1, Barakaldo",43.2868986,-2.9982775,04-2022,
"453","508","SAN LUIS (Calle), 6, Barakaldo",43.2969875,-2.9862029,04-2022,
"454","509","ARRANOI (Calle), 2 , Barakaldo",43.2969875,-2.9862029,04-2022,
"455","510","IBAIBE (Calle), 1, Barakaldo",43.3025561,-2.9966717,04-2022,
"456","511","BIZKAIA (Calle), 18, Barakaldo",43.2949419,-2.9875933,04-2022,
"457","512","BIZKAIA (Calle), 18, Barakaldo",43.2949419,-2.9875933,04-2022,
"458","513","ERRIOXA (Calle), 1 , Barakaldo",43.2956989,-2.9839822,04-2022,
"459","515","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,04-2022,
"460","516","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,04-2022,
"461","517","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,04-2022,
"462","518","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,04-2022,
"463","519","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,04-2022,
"464","521","SAN BARTOLOME (Avenida), 9, Barakaldo",43.292046,-3.0043672,04-2022,
"465","522","LEKUBARRI (Calle), Barakaldo",43.0050457,-1.8964922,04-2022,
"466","523","FERRERIAS (Calle), 48 , Barakaldo",43.3014276,-2.9922548,04-2022,
"467","524","BIZKAIA (Calle), Barakaldo",43.2940441,-2.9845767,04-2022,
"468","526","SAN ANTONIO (Calle) , Barakaldo",43.2986374,-2.9851494,04-2022,
"469","527","ARAGON (Calle), Barakaldo",43.2922462,-2.9895857,04-2022,
"470","529","ARRANOI (Calle), 40, Barakaldo",43.2969875,-2.9862029,04-2022,
"471","530","LANDABURU (Plaza), 6 , Barakaldo",43.2944419,-2.9879819,04-2022,
"472","531","CASTILLA-LA MANCHA (Calle), 28 , Barakaldo",43.2955764,-2.9850411,04-2022,
"473","532","BALEJO (Calle), 5, Barakaldo",43.2837761,-2.9833673,04-2022,
"474","533","CRUCES (Plaza), Barakaldo",43.2814268,-2.9836077,04-2022,
"475","535","CRUCES (Plaza), Barakaldo",43.2814268,-2.9836077,04-2022,
"476","536","ARAUTI (Calle) , Barakaldo",43.2997055,-2.9956896,04-2022,
"477","537","ARAUTI (Calle), Barakaldo",43.2997055,-2.9956896,04-2022,
"478","538","EL BOTXO (Plaza) , Barakaldo",43.2987654,-2.9837868,04-2022,
"479","539","MUNOA (Calle), 24, Barakaldo",43.2792709,-2.9788766,04-2022,
"480","541","KARRANZAIRU (Calle), Barakaldo",43.2969504,-2.9875791,04-2022,
"481","542","KARRANZAIRU (Cal!e), Barakaldo",43.2969504,-2.9875791,04-2022,
"482","543","ARGENTA (Calle), 8 , Barakaldo",43.2969875,-2.9862029,04-2022,
"483","544","ARGENTA (Calle), 8 , Barakaldo",43.2969875,-2.9862029,04-2022,
"484","545","GOROSTITZA (Calle), Barakaldo",43.2744721,-2.99392,04-2022,
"485","546","ANDICOLLANO (Calle) , Barakaldo",43.288183,-2.9810264,04-2022,
"486","547","SAN LUIS (Calle), 6 , Barakaldo",43.2969875,-2.9862029,04-2022,
"487","548","LA PAZ (Calle) , Barakaldo",43.2810853,-2.9880258,04-2022,
"488","549","ERREKATXU (Calle), Barakaldo",43.2941343,-3.0004199,04-2022,
"489","550","FRANCISCO GOMEZ (Calle), 15 , Barakaldo",43.2961451,-2.9946864,04-2022,
"490","551","SANTIAGO APOSTOL (Calle), Barakaldo",43.2923901,-2.9929124,04-2022,
"491","552","LA INMACULADA (Calle), 28 , Barakaldo",43.2847548,-2.984584,04-2022,
"492","553","LA LIBERTAD (Avenida), 45 , Barakaldo",43.2969875,-2.9862029,04-2022,
"493","554","ARTEAGABEITIA (Calle), 7 , Barakaldo",43.2919248,-2.9936234,04-2022,
"494","555","CASERIO IBARRE (Calle), Barakaldo",43.2920591,-2.9820334,04-2022,
"495","557","ARRANDI (Calle), 36 , Barakaldo",43.2956962,-2.9861551,04-2022,
"496","558","BALEJO (Calle), 13, Barakaldo",43.2837761,-2.9833673,04-2022,
"497","559","ETXATXU (Calle), 37 , Barakaldo",43.2934956,-2.9850378,04-2022,
"498","560","BIZKAIA (Calle), 28, Barakaldo",43.2943471,-2.9866775,04-2022,
"499","561","GERNIKAKO ARBOLA (Avenida), 18 , Barakaldo",43.2934974,-2.990558,04-2022,
"500","562","GERNIKAKO ARBOLA (Avenida), 18 , Barakaldo",43.2934974,-2.990558,04-2022,
"501","563","GERNIKAKO ARBOLA (Avenida), 18, Barakaldo",43.2934974,-2.990558,04-2022,
"502","564","GERNIKAKO ARBOLA (Avenida), 18 , Barakaldo",43.2934974,-2.990558,04-2022,
"503","565","GERNIKAKO ARBOLA (Avenida), 18 , Barakaldo",43.2934974,-2.990558,04-2022,
"504","566","ARAUTI (Calle), 16 , Barakaldo",43.2997055,-2.9956896,04-2022,
"505","567","SAN VICENTE (Calle), 6, Barakaldo",43.2969875,-2.9862029,04-2022,
"506","568","ARRIOTXE (Calle), Barakaldo",43.2898398,-2.9782577,04-2022,
"507","569","SERRALTA (Alameda) , Barakaldo",43.2889311,-2.9828852,04-2022,
"508","570","SERRALTA (Alameda) , Barakaldo",43.2889311,-2.9828852,04-2022,
"509","571","SERRALTA (Alameda) , Barakaldo",43.2889311,-2.9828852,04-2022,
"510","572","SERRALTA (Alameda) , Barakaldo",43.2889311,-2.9828852,04-2022,
"511","573","SERRALTA (Alameda) , Barakaldo",43.2889311,-2.9828852,04-2022,
"512","575","JUNTAS GENERALES (Calle), 40, Barakaldo",42.8641636,-2.6814398,05-2022,
"513","576","BAZIGORTA (Calle), 4 , Barakaldo",43.2901134,-2.978043,05-2022,
"514","577","LEKUBARRI (Calle) , Barakaldo",43.0050457,-1.8964922,05-2022,
"515","578","LEKUBARRI (Calle) , Barakaldo",43.0050457,-1.8964922,05-2022,
"516","579","LEKUBARRI (Calle) , Barakaldo",43.0050457,-1.8964922,05-2022,
"517","580","LANDABEKO (Calle), Barakaldo",43.2921583,-2.9918873,05-2022,
"518","581","LANDABEKO (Calle) , Barakaldo",43.2921583,-2.9918873,05-2022,
"519","582","SAN VICENTE {Calle), 22, Barakaldo",43.2969875,-2.9862029,05-2022,
"520","583","LA INMACULADA (Calle), 27, Barakaldo",43.2847548,-2.984584,05-2022,
"521","584","KARRANZAIRU (Calle), Barakaldo",43.2969504,-2.9875791,05-2022,
"522","586","EUSKADI (Avenida), 17 , Barakaldo",43.2969875,-2.9862029,05-2022,
"523","587","REKETA (Calle), 9, Barakaldo",43.2982752,-2.9815054,05-2022,
"524","588","SAN BARTOLOME (Avenida), 11 , Barakaldo",43.292046,-3.0043672,05-2022,
"525","589","ARABA (Calle), 22, Barakaldo",43.2949849,-2.9843215,05-2022,
"526","590","MIRANDA {Avenida), 2, Barakaldo",43.2964707,-2.994534,05-2022,
"527","591","EL CARMEN (Travesía) , Barakaldo",43.3001171,-2.9826794,05-2022,
"528","592","BIZKAIA (Calle), 12, Barakaldo",43.2951586,-2.9881035,05-2022,
"529","593","HORACIO ETXEBARRIETA (Calle), Barakaldo",43.2822,-2.9815771,05-2022,
"530","594","KARRANZAIRU (Calle), Barakaldo",43.2969504,-2.9875791,05-2022,
"531","595","ARTEAGABEITIA (Calle), 20, Barakaldo",43.2919248,-2.9936234,05-2022,
"532","596","LA PAZ (Calle), 38 , Barakaldo",43.2969875,-2.9862029,05-2022,
"533","598","ARGENTA (Calle), 4 , Barakaldo",43.2969875,-2.9862029,05-2022,
"534","599","CASTILLA-LA MANCHA (Calle), Barakaldo",43.2955764,-2.9850411,05-2022,
"535","600","ARABA (Calle), 1 , Barakaldo",43.2969875,-2.9862029,05-2022,
"536","601","UGARTEBEITIA (Calle), Barakaldo",43.2883904,-3.0125326,05-2022,
"537","602","LA LIBERTAD (Avenida), 18 , Barakaldo",43.2969875,-2.9862029,05-2022,
"538","603","ERROTABARRIA (Calle), 2 , Barakaldo",43.2899731,-2.9769762,05-2022,
"539","604","ERROTABARRIA (Calle), 6, Barakaldo",43.2899731,-2.9769762,05-2022,
"540","605","MURRIETA (Calle), Barakaldo",43.3009137,-2.9884207,05-2022,
"541","606","LA PAZ (Calle) , Barakaldo",43.2810853,-2.9880258,05-2022,
"542","607","FRANCISCO GOMEZ (Calle), 6, Barakaldo",43.2969875,-2.9862029,05-2022,
"543","608","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,05-2022,
"544","609","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,05-2022,
"545","610","SAN VICENTE (Calle), 38, Barakaldo",43.2969875,-2.9862029,05-2022,
"546","611","ELECTRICA NERVION (Calle) , Barakaldo",43.300286,-2.9827955,05-2022,
"547","612","LA INMACULADA (Calle) , Barakaldo",43.2847548,-2.984584,05-2022,
"548","613","DOLORES IBARRURI (Paseo), Barakaldo",43.300056,-2.9896847,05-2022,
"549","614","BIZKAIA (Calle), 25, Barakaldo",43.2948303,-2.986951,05-2022,
"550","616","RETUERTO (Calle), Barakaldo",43.2853107,-2.99448,05-2022,
"551","618","CASTILLA-LA MANCHA (Calle), 13, Barakaldo",43.2955764,-2.9850411,05-2022,
"552","619","MIRANDA (Avenida), 12, Barakaldo",43.2964707,-2.994534,05-2022,
"553","620","GRANADOS (Calle), 1 , Barakaldo",43.2888064,-2.9951253,05-2022,
"554","621","JUAN XXIII (Calle) , Barakaldo",43.2806921,-2.9841,05-2022,
"555","622","ARTEAGAGOIKO (Calle) , Barakaldo",43.2943182,-2.9913411,05-2022,
"556","623","ARABA (Calle), 6, Barakaldo",43.2969875,-2.9862029,05-2022,
"557","624","LA RIBERA (Camino), Barakaldo",43.2969875,-2.9862029,05-2022,
"558","625","FRANCISCO GOMEZ (Calle), 22 , Barakaldo",43.2969875,-2.9862029,05-2022,
"559","626","FLEMING (Calle), 64 , Barakaldo",43.2969875,-2.9862029,05-2022,
"560","627","LA RIBERA (Camino), 1 , Barakaldo",43.2969875,-2.9862029,05-2022,
"561","628","LA RIBERA (Camino), 1, Barakaldo",43.2969875,-2.9862029,05-2022,
"562","629","LA RIBERA (Camino), 1, Barakaldo",43.2969875,-2.9862029,05-2022,
"563","630","LA RIBERA (Camino), 1 , Barakaldo",43.2969875,-2.9862029,05-2022,
"564","631","LA RIBERA (Camino), 1, Barakaldo",43.2969875,-2.9862029,05-2022,
"565","632","BALEJO (Calle), 5, Barakaldo",43.2837761,-2.9833673,05-2022,
"566","633","BALEJO (Calle), 5, Barakaldo",43.2837761,-2.9833673,05-2022,
"567","634","BALEJO (Calle), 5, Barakaldo",43.2837761,-2.9833673,05-2022,
"568","635","BALEJO (Calle), 5 , Barakaldo",43.2837761,-2.9833673,05-2022,
"569","636","BALEJO (Calle), 5 , Barakaldo",43.2837761,-2.9833673,05-2022,
"570","637","BALEJO (Calle) , Barakaldo",43.2837761,-2.9833673,05-2022,
"571","639","LA PAZ (Calle), 10, Barakaldo",43.2969875,-2.9862029,05-2022,
"572","640","ALEIXANDRE (Calle), 1, Barakaldo",43.2832726,-2.989281,05-2022,
"573","641","MUNIBE (Calle), 4 , Barakaldo",43.2993865,-2.9903267,05-2022,
"574","642","EL FERROCARRIL (Paseo) , Barakaldo",43.2969875,-2.9862029,05-2022,
"575","643","EL AHORRO (Calle), 3 , Barakaldo",43.2969875,-2.9862029,05-2022,
"576","644","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,05-2022,
"577","645","SERRALTA (Alameda), 6 , Barakaldo",43.2889311,-2.9828852,05-2022,
"578","646","LA FLORIDA (Calle), 6, Barakaldo",43.2930659,-2.9871968,05-2022,
"579","647","BEURKO VIEJO (Calle) , Barakaldo",43.3016854,-2.9974385,05-2022,
"580","653","EXTREMADURA (Calle) , Barakaldo",43.2903191,-2.9953849,05-2022,
"581","654","MIRANDA (Avenida), Barakaldo",43.2964707,-2.994534,05-2022,
"582","655","ELECTRICA NERVION (Calle) , Barakaldo",43.300286,-2.9827955,05-2022,
"583","656","JUNTAS GENERALES (Calle), 18 , Barakaldo",43.2978061,-2.9894093,05-2022,
"584","658","CASTILLA-LA MANCHA (Calle), 13 , Barakaldo",43.2955764,-2.9850411,05-2022,
"585","659","ZUMALAKARREGI (Calle), Barakaldo",43.2833682,-2.9769955,05-2022,
"586","661","FRANCISCO TIERRA (Calle), 4 , Barakaldo",43.2788562,-2.9797518,05-2022,
"587","662","BALEJO (Calle), 5 , Barakaldo",43.2837761,-2.9833673,05-2022,
"588","663","JUNTAS GENERALES (Calle), 11, Barakaldo",43.2978061,-2.9894093,05-2022,
"589","664","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,05-2022,
"590","665","LA PAZ (Calle) , Barakaldo",43.2810853,-2.9880258,05-2022,
"591","666","IBAIBE (Calle) , Barakaldo",43.3025561,-2.9966717,05-2022,
"592","667","LA RIBERA (Camino), , Barakaldo",43.2969875,-2.9862029,05-2022,
"593","668","LA RIBERA (Camino), , Barakaldo",43.2969875,-2.9862029,05-2022,
"594","669","CASTILLA-LEON (Calle), 11 , Barakaldo",43.2948234,-2.9857605,05-2022,
"595","670","BALEJO (Calle), 2, Barakaldo",43.2837761,-2.9833673,05-2022,
"596","671","SAN BARTOLOME (Avenida) , Barakaldo",43.292046,-3.0043672,05-2022,
"597","672","BITURITXA (Calle), 1, Barakaldo",43.2905414,-2.981039,05-2022,
"598","673","MIRANDA (Avenida), 10, Barakaldo",43.2964707,-2.994534,05-2022,
"599","674","CRUCES (Plaza), Barakaldo",43.2814268,-2.9836077,05-2022,
"600","675","LA PAZ (Calle) , Barakaldo",43.2810853,-2.9880258,05-2022,
"601","677","O CRUCES (Plaza) , Barakaldo",43.2814268,-2.9836077,05-2022,
"602","678","LA ECONOMIA (Calle), 41 , Barakaldo",43.2928854,-2.9934497,05-2022,
"603","679","ARAUTI (Calle) , Barakaldo",43.2997055,-2.9956896,05-2022,
"604","680","RUBEN DARIO (Calle), 5 , Barakaldo",43.2969875,-2.9862029,05-2022,
"605","681","ARABA (Calle), 6 , Barakaldo",43.2969875,-2.9862029,05-2022,
"606","682","BEURKO VIEJO (Calle), Barakaldo",43.3016854,-2.9974385,05-2022,
"607","683","RIO CASTAÑOS (Calle) , Barakaldo",43.2868986,-2.9982775,05-2022,
"608","684","RIO CASTAÑOS (Calle), Barakaldo",43.2868986,-2.9982775,05-2022,
